,date,time,tempC,weatherDesc,precipMM,humidity,pressure,cloudcover,windspeedKmph,visibility,uvIndex,moon_illumination,city
253,2018-03-08,12,15,Sunny,0.0,50,1014,5,8,10,3,53,rome
254,2018-03-08,18,11,Cloudy,0.0,73,1015,31,6,10,3,53,rome
255,2018-03-09,6,8,Sunny,0.0,82,1017,16,11,10,3,45,rome
256,2018-03-09,12,15,Sunny,0.0,57,1017,4,9,10,3,45,rome
257,2018-03-09,18,12,Clear,0.0,79,1017,10,4,10,3,45,rome
258,2018-03-10,0,10,Clear,0.0,85,1018,8,7,10,4,38,rome
259,2018-03-10,6,9,Sunny,0.0,84,1017,10,7,10,4,38,rome
260,2018-03-10,12,15,Sunny,0.0,70,1016,25,17,10,4,38,rome
261,2018-03-10,18,13,Clear,0.0,82,1015,25,13,10,4,38,rome
262,2018-03-11,0,11,Cloudy,0.0,83,1014,56,12,10,4,31,rome
263,2018-03-11,6,11,Sunny,0.0,80,1011,21,15,10,4,31,rome
264,2018-03-11,12,17,Rain,0.6,70,1006,67,28,10,4,31,rome
265,2018-03-11,18,14,Rain,1.0,92,1005,83,10,10,4,31,rome
266,2018-03-12,0,12,Rain,2.7,89,1007,12,15,7,3,24,rome
267,2018-03-12,6,11,Rain,1.3,90,1006,58,14,10,3,24,rome
268,2018-03-12,12,15,Rain,4.7,65,1006,48,23,7,3,24,rome
269,2018-03-12,18,12,Rain,3.5,80,1007,22,7,7,3,24,rome
270,2018-03-13,0,11,Clear,0.0,85,1009,18,6,10,4,16,rome
271,2018-03-13,6,11,Sunny,0.0,85,1010,5,3,10,4,16,rome
272,2018-03-13,12,15,Sunny,0.0,52,1011,0,19,10,4,16,rome
273,2018-03-13,18,12,Clear,0.0,68,1012,18,10,10,4,16,rome
274,2018-03-14,0,11,Clear,0.0,82,1013,5,1,10,4,9,rome
275,2018-03-14,6,9,Sunny,0.0,83,1014,6,10,10,4,9,rome
276,2018-03-14,12,16,Sunny,0.0,53,1013,5,9,10,4,9,rome
277,2018-03-14,18,12,Clear,0.1,74,1013,6,6,10,4,9,rome
278,2018-03-15,0,11,Clear,0.0,78,1013,3,5,10,4,2,rome
279,2018-03-15,6,9,Cloudy,0.0,81,1011,60,13,10,4,2,rome
280,2018-03-16,0,13,Rain,6.7,93,1004,100,16,7,3,0,rome
281,2018-03-16,6,12,Rain,1.0,92,1005,24,7,9,3,0,rome
282,2018-03-16,12,17,Rain,0.9,61,1006,7,9,9,3,0,rome
283,2018-03-16,18,14,Cloudy,0.0,72,1005,77,3,10,3,0,rome
284,2018-03-17,0,12,Cloudy,0.0,81,1002,78,5,10,3,0,rome
285,2018-03-17,12,14,Rain,1.7,70,996,66,9,9,3,0,rome
286,2018-03-17,18,11,Clear,0.0,79,998,5,8,10,3,0,rome
287,2018-03-18,0,11,Clear,0.0,79,1000,4,7,10,4,5,rome
288,2018-03-18,12,13,Rain,14.1,67,995,29,29,6,4,5,rome
289,2018-03-18,18,11,Rain,1.4,70,996,20,18,9,4,5,rome
290,2018-03-19,0,9,Cloudy,0.0,75,999,26,17,10,4,13,rome
291,2018-03-19,6,10,Rain,3.2,75,998,46,15,7,4,13,rome
292,2018-03-19,12,12,Rain,4.7,67,999,45,17,7,4,13,rome
293,2018-03-19,18,10,Rain,0.4,73,1002,32,6,9,4,13,rome
294,2018-03-20,0,8,Rain,0.5,78,1005,26,3,9,2,20,rome
295,2018-03-20,6,8,Cloudy,0.1,80,1004,33,13,10,2,20,rome
296,2018-03-20,12,10,Rain,2.9,77,1002,93,19,7,2,20,rome
297,2018-03-20,18,10,Rain,8.3,81,1002,71,15,6,2,20,rome
298,2018-03-21,0,8,Rain,2.3,81,1002,18,16,9,3,27,rome
299,2018-03-21,6,7,Rain,1.3,79,1005,31,15,9,3,27,rome
300,2018-03-21,12,13,Cloudy,0.0,52,1009,44,4,10,3,27,rome
301,2018-03-21,18,10,Rain,0.5,62,1012,78,16,10,3,27,rome
302,2018-03-22,6,6,Cloudy,0.0,68,1009,76,16,10,2,34,rome
303,2018-03-22,12,12,Cloudy,0.0,46,1005,48,14,10,2,34,rome
304,2018-03-22,18,8,Clear,0.0,57,1003,19,16,10,2,34,rome
305,2018-03-23,0,4,Cloudy,0.0,64,1002,32,16,10,3,42,rome
306,2018-03-23,6,4,Sunny,0.0,62,1002,2,20,10,3,42,rome
307,2018-03-23,12,11,Cloudy,0.0,42,1001,31,15,10,3,42,rome
308,2018-03-23,18,8,Cloudy,0.1,55,1001,29,11,10,3,42,rome
309,2018-03-24,0,5,Cloudy,0.0,67,1003,27,8,10,3,49,rome
310,2018-03-24,6,5,Sunny,0.0,63,1002,3,11,10,3,49,rome
311,2018-03-24,12,12,Sunny,0.0,47,1002,13,11,10,3,49,rome
312,2018-03-24,18,9,Cloudy,0.1,68,1003,34,9,10,3,49,rome
313,2018-03-25,0,7,Clear,0.0,75,1004,11,12,10,4,56,rome
314,2018-03-25,6,6,Sunny,0.0,69,1004,10,15,10,4,56,rome
315,2018-03-25,12,15,Sunny,0.0,36,1003,8,6,10,4,56,rome
316,2018-03-25,18,12,Clear,0.0,56,1004,15,10,10,4,56,rome
317,2018-03-26,0,8,Clear,0.0,64,1006,6,9,10,4,63,rome
318,2018-03-26,6,7,Sunny,0.0,65,1007,4,9,10,4,63,rome
319,2018-03-26,12,15,Sunny,0.0,47,1009,15,10,10,4,63,rome
320,2018-03-26,18,12,Clear,0.0,68,1011,15,4,10,4,63,rome
321,2018-03-27,0,9,Clear,0.0,77,1013,6,3,10,4,71,rome
322,2018-03-27,6,9,Sunny,0.0,79,1014,3,7,10,4,71,rome
323,2018-03-27,12,16,Sunny,0.0,50,1014,6,11,10,4,71,rome
324,2018-03-27,18,12,Clear,0.1,67,1014,11,5,10,4,71,rome
325,2018-03-28,0,10,Clear,0.0,75,1015,9,1,10,4,78,rome
326,2018-03-28,6,9,Sunny,0.0,77,1013,17,10,10,4,78,rome
327,2018-03-28,12,15,Cloudy,0.1,70,1013,63,19,10,4,78,rome
328,2018-03-28,18,12,Cloudy,0.0,84,1012,27,14,10,4,78,rome
329,2018-03-29,0,11,Cloudy,0.0,85,1012,53,14,10,5,85,rome
330,2018-03-29,6,12,Cloudy,0.0,83,1012,38,13,10,5,85,rome
331,2018-03-29,12,18,Sunny,0.0,61,1011,9,21,10,5,85,rome
332,2018-03-29,18,14,Clear,0.0,83,1011,9,18,10,5,85,rome
333,2018-03-30,0,12,Clear,0.0,86,1012,7,21,10,5,93,rome
334,2018-03-30,6,13,Cloudy,0.0,81,1011,74,20,10,5,93,rome
335,2018-03-30,12,18,Cloudy,0.0,64,1009,74,24,10,5,93,rome
336,2018-03-31,6,13,Cloudy,0.0,83,1003,59,17,10,3,96,rome
337,2018-03-31,12,15,Sunny,0.0,62,1002,8,19,10,3,96,rome
338,2018-03-31,18,11,Rain,4.5,72,1000,82,17,7,3,96,rome
339,2018-04-01,0,10,Rain,3.8,79,1003,22,8,7,3,89,rome
340,2018-04-01,6,10,Sunny,0.0,78,1006,20,7,10,3,89,rome
341,2018-04-01,12,15,Cloudy,0.0,58,1011,47,19,10,3,89,rome
342,2018-04-01,18,12,Clear,0.0,68,1013,0,9,10,3,89,rome
343,2018-04-02,0,9,Clear,0.0,78,1016,8,3,10,4,81,rome
